"LYON ST EXUPERY, FR (FR069029001)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1996-07-10,63,70,55,0.01,,
1996-07-11,66,73,54,0.00,,
1996-07-12,69,78,54,0.00,,
1996-07-13,73,81,58,0.00,,
1996-07-14,75,84,60,0.00,,
1996-07-15,76,84,61,0.00,,
1996-07-16,75,81,64,0.00,,
1996-07-17,71,79,59,0.00,,
1996-07-18,71,80,57,0.00,,
1996-07-19,71,78,55,0.00,,
1996-07-20,69,78,55,0.00,,
1996-07-21,71,79,53,0.00,,
1996-07-22,74,85,56,0.00,,
1996-07-23,77,83,66,0.57,,
1996-07-24,70,75,64,0.10,,
1996-07-25,71,78,59,0.01,,
1996-07-26,69,80,56,0.00,,
1996-07-27,73,82,62,0.02,,
1996-07-28,72,80,66,0.00,,
1996-07-29,76,85,61,0.21,,
1996-07-30,72,78,63,0.00,,
1996-07-31,74,82,60,0.00,,
1996-08-01,77,89,62,0.00,,
1996-08-02,72,78,64,0.13,,
1996-08-03,74,79,62,0.00,,
1996-08-04,68,78,55,0.00,,
1996-08-05,67,73,59,0.12,,
1996-08-06,71,80,61,0.06,,
1996-08-07,71,77,65,0.00,,
1996-08-08,71,81,59,0.00,,
1996-08-09,75,87,60,0.00,,
1996-08-10,78,85,65,0.65,,
1996-08-11,69,75,63,0.03,,
1996-08-12,66,72,60,0.00,,
1996-08-13,66,72,58,0.02,,
1996-08-14,65,67,59,0.00,,
1996-08-15,68,73,60,0.00,,
1996-08-16,68,79,56,0.00,,
1996-08-17,77,81,57,0.00,,
1996-08-18,72,82,58,0.00,,
1996-08-19,76,87,60,0.00,,
1996-08-20,76,85,66,0.02,,
1996-08-21,69,74,63,0.96,,
1996-08-22,66,70,60,0.05,,
1996-08-23,71,83,56,0.15,,
1996-08-24,69,78,59,0.01,,
1996-08-25,68,72,60,0.00,,
1996-08-26,63,69,54,0.00,,
1996-08-27,62,65,55,0.06,,
1996-08-28,62,67,54,0.00,,
1996-08-29,61,71,49,0.03,,
1996-08-30,62,69,49,0.00,,
1996-08-31,65,70,53,0.00,,
1996-09-01,61,68,50,0.00,,
1996-09-02,58,64,48,0.01,,
1996-09-03,60,66,48,0.00,,
1996-09-04,65,70,57,0.00,,
1996-09-05,66,74,54,0.00,,
1996-09-06,66,73,52,0.00,,
1996-09-07,62,69,46,0.00,,
1996-09-08,57,68,41,0.00,,
1996-09-09,58,67,44,0.00,,
1996-09-10,59,69,42,0.00,,
1996-09-11,58,70,43,0.00,,
1996-09-12,60,67,44,0.00,,
1996-09-13,57,61,52,0.00,,
1996-09-14,57,64,43,0.00,,
1996-09-15,58,68,44,0.01,,
1996-09-16,56,65,44,0.00,,
1996-09-17,62,75,47,0.00,,
1996-09-18,60,67,52,0.13,,
1996-09-19,61,65,54,0.36,,
1996-09-20,59,67,51,0.00,,
1996-09-21,59,65,51,0.42,,
1996-09-22,55,55,52,0.02,,
1996-09-23,54,56,49,0.00,,
1996-09-24,54,61,42,0.01,,
1996-09-25,52,60,44,0.02,,
1996-09-26,60,67,49,0.00,,
1996-09-27,60,68,51,0.17,,
1996-09-28,61,65,51,0.01,,
1996-09-29,60,73,44,0.00,,
1996-09-30,64,76,51,0.00,,
1996-10-01,62,68,54,0.34,,
1996-10-02,55,61,49,0.00,,
1996-10-03,55,62,43,0.00,,
1996-10-04,54,64,41,0.08,,
1996-10-05,54,59,49,0.00,,
1996-10-06,49,53,43,0.00,,
1996-10-07,53,56,48,0.00,,
1996-10-08,54,56,51,0.00,,
1996-10-09,56,57,53,0.01,,
1996-10-10,56,62,44,0.00,,
1996-10-11,56,63,51,0.01,,
1996-10-12,61,69,43,0.00,,
1996-10-13,60,72,49,0.00,,
1996-10-14,58,67,48,0.19,,
1996-10-15,56,56,51,1.06,,
1996-10-16,52,50,47,0.66,,
1996-10-17,,58,40,0.01,,
1996-10-18,47,60,36,0.06,,
1996-10-19,55,62,47,0.11,,
1996-10-20,52,61,40,0.11,,
1996-10-21,53,59,51,0.08,,
1996-10-22,57,58,52,0.00,,
1996-10-23,57,66,48,0.01,,
1996-10-24,60,68,48,0.00,,
1996-10-25,64,70,53,0.00,,
1996-10-26,58,64,49,0.01,,
1996-10-27,56,66,45,0.00,,
1996-10-28,61,64,55,0.00,,
1996-10-29,60,63,54,0.02,,
1996-10-30,51,54,44,0.00,,
1996-10-31,49,61,34,0.00,,
1996-11-01,56,60,48,0.02,,
1996-11-02,52,60,40,0.00,,
1996-11-03,49,62,38,0.01,,
1996-11-04,56,62,42,0.51,,
1996-11-05,56,58,49,0.03,,
1996-11-06,49,57,38,0.01,,
1996-11-07,58,67,48,0.20,,
1996-11-08,50,56,41,0.00,,
1996-11-09,46,55,34,0.00,,
1996-11-10,53,57,44,0.03,,
1996-11-11,58,65,51,0.56,,
1996-11-12,61,67,52,2.58,,
1996-11-13,49,51,,0.09,,
1996-11-14,42,,40,0.02,,
1996-11-15,43,44,39,0.04,,
1996-11-16,41,41,38,0.01,,
1996-11-17,41,42,39,0.76,,
1996-11-18,36,38,32,1.20,,
1996-11-19,38,45,30,0.02,,
1996-11-20,47,50,41,0.04,,
1996-11-21,42,46,37,0.50,,
1996-11-22,38,39,32,0.00,,
1996-11-23,36,40,27,0.06,,
1996-11-24,36,41,30,0.05,,
1996-11-25,39,43,33,0.77,,
1996-11-26,45,45,41,0.02,,
1996-11-27,40,45,34,0.18,,
1996-11-28,36,36,33,0.00,,
1996-11-29,31,47,25,0.43,,
1996-11-30,44,45,36,0.20,,
1996-12-01,43,45,38,0.00,,
1996-12-02,45,49,39,0.02,,
1996-12-03,44,50,36,0.00,,
1996-12-04,52,56,44,0.00,,
1996-12-05,50,56,44,0.00,,
1996-12-06,44,47,39,0.00,,
1996-12-07,40,43,34,0.00,,
1996-12-08,34,34,33,0.00,,
1996-12-09,34,33,32,0.00,,
1996-12-10,33,33,32,0.00,,
1996-12-11,35,38,32,0.00,,
1996-12-12,40,49,28,0.20,,
1996-12-13,50,49,42,0.37,,
1996-12-14,43,46,38,0.11,,
1996-12-15,38,38,36,0.00,,
1996-12-16,40,50,31,0.00,,
1996-12-17,52,54,43,0.00,,
1996-12-18,53,56,42,0.07,,
1996-12-19,48,48,46,1.70,,
1996-12-20,48,51,45,0.00,,
1996-12-21,47,50,41,0.15,,
1996-12-22,45,49,42,0.46,,
1996-12-23,49,54,43,0.77,,
1996-12-24,42,44,,0.00,,
1996-12-25,,,30,0.00,,
1996-12-26,27,29,24,0.00,,
1996-12-27,24,30,18,0.00,,
1996-12-28,24,25,18,0.00,,
1996-12-29,22,22,18,0.00,,
1996-12-30,22,26,15,0.01,,
1996-12-31,26,28,22,0.13,,
1997-01-01,20,25,10,0.00,,
1997-01-02,23,24,19,0.73,,
1997-01-03,26,33,20,0.24,,
1997-01-04,31,32,25,0.05,,
1997-01-05,30,33,27,0.03,,
1997-01-06,31,32,25,0.00,,
1997-01-07,27,27,23,0.00,,
1997-01-08,29,34,19,0.61,,
1997-01-09,35,36,32,0.09,,
1997-01-10,36,35,33,0.01,,
1997-01-11,33,33,30,0.00,,
1997-01-12,28,29,27,0.00,,
1997-01-13,27,28,24,0.00,,
1997-01-14,24,28,20,0.00,,
1997-01-15,32,44,18,0.00,,
1997-01-16,37,49,24,0.00,,
1997-01-17,45,49,35,0.00,,
1997-01-18,41,47,36,0.01,,
1997-01-19,46,48,38,0.72,,
1997-01-20,40,40,38,0.82,,
1997-01-21,43,47,37,0.00,,
1997-01-22,49,56,39,0.00,,
1997-01-23,52,56,47,0.00,,
1997-01-24,49,59,,0.00,,
1997-01-25,40,,35,0.00,,
1997-01-26,40,40,37,0.00,,
1997-01-27,40,41,,0.00,,
1997-01-28,34,,31,0.00,,
1997-01-29,34,35,30,0.00,,
1997-01-30,34,34,31,0.00,,
1997-01-31,30,30,29,0.00,,
1997-02-01,31,31,28,0.00,,
1997-02-02,33,36,28,0.00,,
1997-02-03,35,35,33,0.00,,
1997-02-04,35,44,30,0.00,,
1997-02-05,44,45,31,0.17,,
1997-02-06,39,41,33,0.00,,
1997-02-07,45,60,32,0.00,,
1997-02-08,44,54,32,0.00,,
1997-02-09,42,55,29,0.00,,
1997-02-10,44,59,33,0.01,,
1997-02-11,49,55,44,0.05,,
1997-02-12,53,62,44,0.00,,
1997-02-13,52,55,45,0.16,,
1997-02-14,48,55,38,0.19,,
1997-02-15,46,47,40,0.06,,
1997-02-16,41,49,30,0.00,,
1997-02-17,48,57,33,0.00,,
1997-02-18,49,54,40,0.00,,
1997-02-19,45,51,35,0.00,,
1997-02-20,51,58,41,0.00,,
1997-02-21,48,57,35,0.00,,
1997-02-22,49,61,33,0.00,,
1997-02-23,53,57,48,0.03,,
1997-02-24,53,56,48,0.04,,
1997-02-25,56,58,52,0.00,,
1997-02-26,55,57,50,0.17,,
1997-02-27,48,52,40,0.00,,
1997-02-28,49,63,34,0.00,,
1997-03-01,54,65,44,0.00,,
1997-03-02,58,71,44,0.00,,
1997-03-03,54,63,44,0.00,,
1997-03-04,65,73,42,0.00,,
1997-03-05,54,57,47,0.00,,
1997-03-06,,55,45,0.01,,
1997-03-07,49,57,35,0.00,,
1997-03-08,49,60,35,0.00,,
1997-03-09,53,67,39,0.00,,
1997-03-10,57,67,44,0.00,,
1997-03-11,55,65,39,0.00,,
1997-03-12,60,68,50,0.00,,
1997-03-13,54,63,42,0.00,,
1997-03-14,51,53,40,0.11,,
1997-03-15,53,56,40,0.00,,
1997-03-16,57,60,46,0.00,,
1997-03-17,56,62,42,0.00,,
1997-03-18,59,72,43,0.05,,
1997-03-19,48,49,43,0.14,,
1997-03-20,47,49,41,0.00,,
1997-03-21,49,58,32,0.00,,
1997-03-22,49,56,35,0.00,,
1997-03-23,53,64,34,0.05,,
1997-03-24,51,54,45,0.00,,
1997-03-25,49,54,37,0.09,,
1997-03-26,53,59,40,0.00,,
1997-03-27,59,66,43,0.00,,
1997-03-28,56,60,51,0.02,,
1997-03-29,48,53,36,0.00,,
1997-03-30,50,57,37,0.00,,
1997-03-31,50,62,35,0.00,,
1997-04-01,54,65,37,0.00,,
1997-04-02,58,70,41,0.00,,
1997-04-03,58,68,43,0.00,,
1997-04-04,53,55,47,0.00,,
1997-04-05,55,59,34,0.00,,
1997-04-06,54,60,42,0.00,,
1997-04-07,51,63,34,0.00,,
1997-04-08,55,67,37,0.00,,
1997-04-09,58,67,46,0.00,,
1997-04-10,59,71,44,0.00,,
1997-04-11,61,70,45,0.00,,
1997-04-12,49,56,38,0.00,,
1997-04-13,49,59,33,0.00,,
1997-04-14,53,63,36,0.00,,
1997-04-15,55,60,41,0.00,,
1997-04-16,51,58,37,0.00,,
1997-04-17,48,58,33,0.00,,
1997-04-18,51,63,35,0.00,,
1997-04-19,54,66,39,0.00,,
1997-04-20,50,55,42,0.00,,
1997-04-21,47,57,33,0.00,,
1997-04-22,49,57,35,0.00,,
1997-04-23,52,62,34,0.00,,
1997-04-24,56,69,38,0.00,,
1997-04-25,61,71,47,0.08,,
1997-04-26,62,69,54,0.63,,
1997-04-27,57,62,50,0.28,,
1997-04-28,58,63,49,0.02,,
1997-04-29,56,59,52,0.19,,
1997-04-30,58,62,48,0.00,,
1997-05-01,58,68,44,0.00,,
1997-05-02,65,76,47,0.00,,
1997-05-03,70,78,53,0.01,,
1997-05-04,71,80,57,0.01,,
1997-05-05,60,68,53,0.82,,
1997-05-06,54,58,47,0.28,,
1997-05-07,49,56,38,0.07,,
1997-05-08,48,55,39,0.00,,
1997-05-09,54,60,49,0.43,,
1997-05-10,58,69,46,0.00,,
1997-05-11,65,69,53,0.99,,
1997-05-12,57,63,51,0.55,,
1997-05-13,62,69,54,0.03,,
1997-05-14,68,74,57,0.15,,
1997-05-15,67,79,56,0.09,,
1997-05-16,70,78,57,0.01,,
1997-05-17,71,78,61,0.01,,
1997-05-18,67,74,58,0.00,,
1997-05-19,66,74,54,0.06,,
1997-05-20,60,64,55,0.02,,
1997-05-21,62,68,51,0.05,,
1997-05-22,60,67,53,0.00,,
1997-05-23,64,72,49,0.00,,
1997-05-24,68,76,58,0.00,,
1997-05-25,68,75,56,0.03,,
1997-05-26,68,77,53,0.00,,
1997-05-27,68,78,50,0.00,,
1997-05-28,63,71,52,0.00,,
1997-05-29,65,77,47,0.00,,
1997-05-30,69,79,53,0.00,,
1997-05-31,,76,52,0.00,,
1997-06-01,53,54,50,0.47,,
1997-06-02,60,67,51,0.00,,
1997-06-03,65,73,56,0.00,,
1997-06-04,69,79,54,0.09,,
1997-06-05,67,72,61,0.08,,
1997-06-06,71,79,60,0.00,,
1997-06-07,74,81,63,0.11,,
1997-06-08,74,83,60,0.04,,
1997-06-09,73,80,59,0.00,,
1997-06-10,77,84,63,0.00,,
1997-06-11,80,88,69,0.40,,
1997-06-12,75,80,62,0.02,,
1997-06-13,71,74,61,0.24,,
1997-06-14,69,74,64,0.06,,
1997-06-15,69,76,56,0.00,,
1997-06-16,63,67,58,0.09,,
1997-06-17,67,73,56,0.01,,
1997-06-18,67,73,54,0.00,,
1997-06-19,67,74,53,0.06,,
1997-06-20,65,74,54,0.08,,
1997-06-21,65,72,55,2.21,,
1997-06-22,62,69,52,0.33,,
1997-06-23,62,68,55,0.26,,
1997-06-24,60,66,55,0.03,,
1997-06-25,62,69,48,0.05,,
1997-06-26,65,69,61,0.02,,
1997-06-27,64,68,55,0.00,,
1997-06-28,65,72,49,0.17,,
1997-06-29,65,73,55,0.05,,
1997-06-30,58,66,53,1.53,,
1997-07-01,65,72,57,0.02,,
1997-07-02,68,75,60,0.20,,
1997-07-03,59,61,55,0.29,,
1997-07-04,62,69,55,0.07,,
1997-07-05,60,64,55,0.04,,
1997-07-06,64,69,52,0.00,,
1997-07-07,67,73,55,0.00,,
1997-07-08,68,78,53,0.00,,
1997-07-09,72,81,56,0.00,,
1997-07-10,72,82,63,0.00,,
1997-07-11,72,79,62,0.00,,
1997-07-12,73,80,61,0.00,,
1997-07-13,76,86,62,0.00,,
1997-07-14,73,77,65,0.02,,
1997-07-15,74,80,62,0.00,,
1997-07-16,75,84,59,0.00,,
1997-07-17,76,82,65,0.83,,
1997-07-18,67,69,61,0.25,,
1997-07-19,63,68,53,0.00,,
1997-07-20,69,76,55,0.00,,
1997-07-21,68,76,54,0.00,,
1997-07-22,73,82,57,0.00,,
1997-07-23,71,79,65,0.02,,
1997-07-24,72,81,64,0.08,,
1997-07-25,72,71,59,0.14,,
1997-07-26,70,77,61,0.00,,
1997-07-27,73,80,58,0.00,,
1997-07-28,75,82,62,0.00,,
1997-07-29,76,84,62,0.00,,
1997-07-30,76,84,60,0.00,,
1997-07-31,74,77,63,0.00,,
1997-08-01,71,77,61,0.00,,
1997-08-02,75,82,63,0.00,,
1997-08-03,77,90,64,0.00,,
1997-08-04,82,91,71,0.00,,
1997-08-05,79,88,69,0.00,,
1997-08-06,75,81,66,0.00,,
1997-08-07,78,87,66,0.00,,
1997-08-08,80,90,67,0.00,,
1997-08-09,80,89,66,0.00,,
1997-08-10,81,94,66,0.00,,
1997-08-11,75,80,70,0.00,,
1997-08-12,78,89,63,0.00,,
1997-08-13,82,91,69,0.00,,
1997-08-14,81,89,66,0.00,,
1997-08-15,79,86,66,0.00,,
1997-08-16,74,79,64,0.00,,
1997-08-17,74,84,65,0.00,,
1997-08-18,76,86,63,0.00,,
1997-08-19,77,86,61,0.00,,
1997-08-20,78,86,62,0.00,,
1997-08-21,79,89,65,0.00,,
1997-08-22,79,89,64,0.00,,
1997-08-23,80,91,67,0.00,,
1997-08-24,82,93,70,0.00,,
1997-08-25,79,88,71,0.00,,
1997-08-26,76,82,66,0.00,,
1997-08-27,76,83,63,0.79,,
1997-08-28,62,68,57,0.82,,
1997-08-29,63,70,55,0.00,,
1997-08-30,65,76,56,0.01,,
1997-08-31,73,87,57,0.00,,
1997-09-01,73,81,64,0.17,,
1997-09-02,70,76,62,0.05,,
1997-09-03,65,68,60,0.00,,
1997-09-04,69,80,60,0.00,,
1997-09-05,76,88,61,0.00,,
1997-09-06,73,77,65,0.00,,
1997-09-07,68,73,61,0.00,,
1997-09-08,65,73,51,0.00,,
1997-09-09,71,77,53,0.00,,
1997-09-10,62,71,53,0.00,,
1997-09-11,69,85,50,0.00,,
1997-09-12,74,81,66,1.38,,
1997-09-13,62,65,57,0.13,,
1997-09-14,59,64,47,0.00,,
1997-09-15,57,69,44,0.00,,
1997-09-16,66,78,50,0.01,,
1997-09-17,75,80,57,0.00,,
1997-09-18,67,79,55,0.00,,
1997-09-19,66,77,52,0.00,,
1997-09-20,63,67,56,0.01,,
1997-09-21,64,73,52,0.00,,
1997-09-22,69,76,55,0.00,,
1997-09-23,64,75,53,0.01,,
1997-09-24,65,73,51,0.00,,
1997-09-25,66,79,50,0.00,,
1997-09-26,65,76,51,0.00,,
1997-09-27,66,76,50,0.00,,
1997-09-28,67,78,53,0.00,,
1997-09-29,67,77,53,0.00,,
1997-09-30,66,77,52,0.00,,
1997-10-01,70,78,51,0.00,,
1997-10-02,68,76,54,0.00,,
1997-10-03,65,72,51,0.00,,
1997-10-04,60,69,45,0.00,,
1997-10-05,64,79,46,0.00,,
1997-10-06,67,77,59,0.33,,
1997-10-07,68,73,62,0.08,,
1997-10-08,67,78,58,0.00,,
1997-10-09,71,81,60,0.00,,
1997-10-10,65,67,61,0.53,,
1997-10-11,61,67,54,0.05,,
1997-10-12,59,61,53,0.16,,
1997-10-13,51,52,47,0.09,,
1997-10-14,49,52,44,0.00,,
1997-10-15,47,49,41,0.41,,
1997-10-16,53,58,46,0.02,,
1997-10-17,58,69,48,0.00,,
1997-10-18,65,73,51,0.00,,
1997-10-19,65,70,54,0.00,,
1997-10-20,61,72,54,0.00,,
1997-10-21,60,63,55,0.00,,
1997-10-22,60,66,52,0.02,,
1997-10-23,57,59,,0.02,,
1997-10-24,45,,39,0.00,,
1997-10-25,42,44,35,0.00,,
1997-10-26,42,51,32,0.00,,
1997-10-27,40,43,32,0.00,,
1997-10-28,40,43,36,0.00,,
1997-10-29,39,44,27,0.00,,
1997-10-30,38,44,26,0.00,,
1997-10-31,37,45,25,0.00,,
1997-11-01,39,48,26,0.00,,
1997-11-02,41,53,28,0.00,,
1997-11-03,47,61,31,0.01,,
1997-11-04,50,52,44,0.59,,
1997-11-05,52,68,48,0.07,,
1997-11-06,66,72,54,0.57,,
1997-11-07,56,60,50,0.04,,
1997-11-08,58,62,52,0.17,,
1997-11-09,56,60,51,0.06,,
1997-11-10,51,58,46,0.28,,
1997-11-11,50,53,43,1.73,,
1997-11-12,45,49,42,0.21,,
1997-11-13,47,51,39,0.00,,
1997-11-14,42,50,31,0.00,,
1997-11-15,41,52,31,0.00,,
1997-11-16,45,50,36,0.02,,
1997-11-17,48,49,43,0.01,,
1997-11-18,51,58,40,0.00,,
1997-11-19,46,48,40,0.29,,
1997-11-20,51,53,45,0.06,,
1997-11-21,48,56,42,0.00,,
1997-11-22,40,42,35,0.00,,
1997-11-23,41,40,38,0.00,,
1997-11-24,40,52,34,0.00,,
1997-11-25,50,57,42,0.00,,
1997-11-26,48,51,42,0.00,,
1997-11-27,46,53,38,0.01,,
1997-11-28,52,57,42,0.17,,
1997-11-29,50,57,46,0.13,,
1997-11-30,48,51,44,0.12,,
1997-12-01,45,47,39,0.04,,
1997-12-02,43,46,,0.16,,
1997-12-03,35,,32,0.00,,
1997-12-04,34,35,31,0.00,,
1997-12-05,35,35,31,0.00,,
1997-12-06,35,36,30,0.00,,
1997-12-07,33,41,25,0.01,,
1997-12-08,40,50,31,0.06,,
1997-12-09,46,53,40,0.03,,
1997-12-10,41,48,33,0.12,,
1997-12-11,49,55,45,0.21,,
1997-12-12,49,50,45,0.00,,
1997-12-13,44,45,,0.02,,
1997-12-14,36,,33,0.01,,
1997-12-15,38,39,34,0.00,,
1997-12-16,32,40,25,0.00,,
1997-12-17,47,58,30,0.02,,
1997-12-18,53,58,49,0.68,,
1997-12-19,50,55,46,0.69,,
1997-12-20,45,45,43,0.46,,
1997-12-21,42,50,36,0.00,,
1997-12-22,42,42,38,0.01,,
1997-12-23,43,46,37,0.03,,
1997-12-24,47,50,40,0.02,,
1997-12-25,51,56,44,0.22,,
1997-12-26,50,52,47,0.01,,
1997-12-27,45,47,42,0.20,,
1997-12-28,41,45,37,0.01,,
1997-12-29,32,41,25,0.00,,
1997-12-30,42,47,31,0.00,,
1997-12-31,52,55,42,0.01,,
1998-01-01,45,52,41,0.06,,
1998-01-02,50,51,47,0.12,,
1998-01-03,48,54,42,0.16,,
1998-01-04,46,54,38,0.00,,
1998-01-05,45,52,39,0.05,,
1998-01-06,48,54,43,0.13,,
1998-01-07,49,59,41,0.00,,
1998-01-08,51,60,43,0.00,,
1998-01-09,46,58,37,0.00,,
1998-01-10,50,56,42,0.00,,
1998-01-11,51,56,45,0.00,,
1998-01-12,52,54,46,0.00,,
1998-01-13,56,58,,0.09,,
1998-01-14,46,,44,0.02,,
1998-01-15,37,44,30,0.46,,
1998-01-16,45,49,39,0.36,,
1998-01-17,44,46,38,0.00,,
1998-01-18,44,50,32,0.45,,
1998-01-19,46,48,,0.08,,
1998-01-20,37,,33,0.02,,
1998-01-21,40,41,36,0.00,,
1998-01-22,34,35,30,0.00,,
1998-01-23,35,39,26,0.00,,
1998-01-24,30,32,26,0.00,,
1998-01-25,33,33,29,0.14,,
1998-01-26,26,30,16,0.00,,
1998-01-27,32,38,27,0.00,,
1998-01-28,30,32,26,0.00,,
1998-01-29,29,29,26,0.00,,
1998-01-30,33,37,26,0.00,,
1998-01-31,33,34,29,0.00,,
1998-02-01,35,39,27,0.00,,
1998-02-02,31,34,27,0.00,,
1998-02-03,31,31,28,0.00,,
1998-02-04,31,31,28,0.00,,
1998-02-05,28,30,21,0.00,,
1998-02-06,28,27,23,0.00,,
1998-02-07,30,36,21,0.01,,
1998-02-08,39,41,34,0.00,,
1998-02-09,40,56,25,0.00,,
1998-02-10,47,59,37,0.00,,
1998-02-11,52,63,34,0.00,,
1998-02-12,50,61,35,0.00,,
1998-02-13,50,61,32,0.00,,
1998-02-14,47,60,33,0.00,,
1998-02-15,47,57,34,0.00,,
1998-02-16,50,63,37,0.00,,
1998-02-17,50,52,44,0.00,,
1998-02-18,46,58,36,0.00,,
1998-02-19,52,63,40,0.00,,
1998-02-20,51,66,36,0.00,,
1998-02-21,58,64,47,0.38,,
1998-02-22,47,48,42,0.64,,
1998-02-23,42,44,39,0.00,,
1998-02-24,47,51,38,0.00,,
1998-02-25,47,48,43,0.00,,
1998-02-26,50,59,36,0.00,,
1998-02-27,50,56,39,0.00,,
1998-02-28,49,52,39,0.06,,
1998-03-01,48,50,42,0.00,,
1998-03-02,49,54,40,0.00,,
1998-03-03,52,61,36,0.00,,
1998-03-04,56,58,50,0.16,,
1998-03-05,52,55,46,0.00,,
1998-03-06,53,64,37,0.00,,
1998-03-07,54,60,43,0.00,,
1998-03-08,50,52,,0.40,,
1998-03-09,43,,39,0.00,,
1998-03-10,42,49,29,0.00,,
1998-03-11,40,46,33,0.46,,
1998-03-12,40,39,38,0.03,,
1998-03-13,44,47,34,0.00,,
1998-03-14,47,49,31,0.00,,
1998-03-15,49,52,41,0.00,,
1998-03-16,49,53,43,0.00,,
1998-03-17,51,55,44,0.00,,
1998-03-18,50,57,37,0.00,,
1998-03-19,50,56,37,0.00,,
1998-03-20,48,52,33,0.00,,
1998-03-21,50,55,39,0.00,,
1998-03-22,45,52,30,0.00,,
1998-03-23,44,49,31,0.02,,
1998-03-24,39,44,32,0.00,,
1998-03-25,42,50,27,0.01,,
1998-03-26,49,58,30,0.00,,
1998-03-27,57,60,43,0.00,,
1998-03-28,59,66,43,0.00,,
1998-03-29,61,70,47,0.00,,
1998-03-30,,72,44,0.00,,
1998-03-31,58,72,45,0.00,,
1998-04-01,57,62,53,0.03,,
1998-04-02,53,58,44,0.20,,
1998-04-03,64,72,55,0.80,,
1998-04-04,48,55,42,0.08,,
1998-04-05,53,58,44,0.13,,
1998-04-06,54,62,42,0.01,,
1998-04-07,54,60,46,0.17,,
1998-04-08,53,62,40,0.02,,
1998-04-09,52,59,45,1.48,,
1998-04-10,44,53,38,0.20,,
1998-04-11,43,44,39,0.27,,
1998-04-12,42,48,37,0.30,,
1998-04-13,40,46,36,0.07,,
1998-04-14,42,54,31,0.01,,
1998-04-15,51,56,44,0.47,,
1998-04-16,46,55,35,0.02,,
1998-04-17,52,58,44,0.45,,
1998-04-18,46,48,39,0.09,,
1998-04-19,47,55,39,0.03,,
1998-04-20,54,64,38,0.10,,
1998-04-21,61,71,49,0.00,,
1998-04-22,63,73,51,0.00,,
1998-04-23,65,70,55,0.00,,
1998-04-24,60,65,54,0.00,,
1998-04-25,63,71,47,0.00,,
1998-04-26,65,67,,0.38,,
1998-04-27,44,,37,1.05,,
1998-04-28,53,60,45,0.00,,
1998-04-29,53,62,40,0.02,,
1998-04-30,56,61,49,0.01,,
1998-05-01,57,64,49,0.03,,
1998-05-02,57,63,50,0.00,,
1998-05-03,56,62,47,0.00,,
1998-05-04,55,58,50,0.00,,
1998-05-05,55,61,42,0.00,,
1998-05-06,59,64,47,0.00,,
1998-05-07,60,75,44,0.00,,
1998-05-08,66,76,54,0.00,,
1998-05-09,70,79,55,0.00,,
1998-05-10,71,83,55,0.00,,
1998-05-11,74,83,60,0.00,,
1998-05-12,74,82,60,0.00,,
1998-05-13,73,82,61,0.00,,
1998-05-14,74,85,60,0.00,,
1998-05-15,72,78,59,0.00,,
1998-05-16,66,74,53,0.00,,
1998-05-17,66,75,49,0.00,,
1998-05-18,64,74,48,0.00,,
1998-05-19,65,76,49,0.00,,
1998-05-20,68,77,53,0.00,,
1998-05-21,71,79,56,0.00,,
1998-05-22,64,68,56,0.00,,
1998-05-23,59,67,45,0.00,,
1998-05-24,62,68,46,0.00,,
1998-05-25,63,70,49,0.00,,
1998-05-26,63,71,52,0.01,,
1998-05-27,63,72,57,0.94,,
1998-05-28,58,64,55,1.33,,
1998-05-29,61,68,53,0.00,,
1998-05-30,67,74,53,0.00,,
1998-05-31,58,61,54,0.55,,
1998-06-01,63,75,47,0.00,,
1998-06-02,73,77,63,0.33,,
1998-06-03,67,74,58,0.10,,
1998-06-04,74,82,59,0.00,,
1998-06-05,80,87,65,0.00,,
1998-06-06,73,76,68,0.02,,
1998-06-07,67,70,61,0.03,,
1998-06-08,66,71,55,0.00,,
1998-06-09,70,80,54,0.00,,
1998-06-10,64,67,61,0.80,,
1998-06-11,60,65,53,0.18,,
1998-06-12,53,60,47,0.06,,
1998-06-13,60,66,45,0.04,,
1998-06-14,62,68,54,0.81,,
1998-06-15,63,69,53,0.18,,
1998-06-16,62,66,52,0.00,,
1998-06-17,64,69,48,0.00,,
1998-06-18,67,75,50,0.00,,
1998-06-19,71,80,55,0.00,,
1998-06-20,74,87,61,0.00,,
1998-06-21,78,87,67,0.00,,
1998-06-22,74,77,66,0.00,,
1998-06-23,74,78,59,0.00,,
1998-06-24,73,81,56,0.00,,
1998-06-25,72,79,62,0.00,,
1998-06-26,66,70,60,0.28,,
1998-06-27,71,82,60,0.33,,
1998-06-28,72,75,64,0.00,,
1998-06-29,73,78,56,0.00,,
1998-06-30,74,81,61,0.00,,
1998-07-01,74,81,61,0.23,,
1998-07-02,73,81,62,0.35,,
1998-07-03,69,74,62,0.14,,
1998-07-04,67,73,58,0.00,,
1998-07-05,71,78,56,0.00,,
1998-07-06,74,81,58,0.00,,
1998-07-07,69,74,64,0.19,,
1998-07-08,65,71,55,0.00,,
1998-07-09,69,76,55,0.00,,
1998-07-10,71,76,61,0.00,,
1998-07-11,72,79,64,0.00,,
